subject,word,order,judgment,judgment_z
subject78,universalism,65,7,0.951278279
subject78,overvoluminous,66,2,-2.028992279
subject78,precelebration,67,6,0.355224167
subject78,arguability,68,6,0.355224167
subject78,operatically,69,5,-0.240829944
subject78,sterilizer,70,7,0.951278279
subject78,subnatural,71,7,0.951278279
subject78,presumptionist,72,7,0.951278279
subject78,observability,73,7,0.951278279
subject78,predeflection,74,4,-0.836884056
subject78,intersectionist,75,7,0.951278279
subject78,instrumentally,76,7,0.951278279
subject78,exasperational,77,7,0.951278279
subject78,conceivability,78,5,-0.240829944
subject78,overmysterious,79,6,0.355224167
subject78,leafiness,80,7,0.951278279
subject78,nonaffection,81,5,-0.240829944
subject78,wispiness,82,7,0.951278279
subject78,supertopical,83,7,0.951278279
subject78,preabomination,84,5,-0.240829944
subject78,nonacceleration,85,7,0.951278279
subject78,humanizer,86,7,0.951278279
subject78,superelemental,87,7,0.951278279
subject78,embryonically,88,7,0.951278279
subject78,tacticalism,89,7,0.951278279
subject78,nonedition,90,3,-1.432938167
subject78,adjustability,91,7,0.951278279
subject78,overharmonious,92,7,0.951278279
subject78,overscrupulous,93,5,-0.240829944
subject78,nonopinion,94,1,-2.62504639
subject78,noninfusion,95,4,-0.836884056
subject78,measurability,96,7,0.951278279
subject78,agitatorship,97,2,-2.028992279
subject78,defertilize,98,4,-0.836884056
subject78,horniness,99,7,0.951278279
subject78,interspinal,100,4,-0.836884056
subject79,communally,1,7,1.256285454
subject79,nonseclusion,2,6,0.827519088
subject79,enjoyability,3,7,1.256285454
subject79,comfortability,4,7,1.256285454
subject79,unrespectable,5,4,-0.030013646
subject79,attractionist,6,2,-0.887546379
subject79,interdetrimental,7,1,-1.316312746
subject79,panickiness,8,2,-0.887546379
subject79,annihilational,9,2,-0.887546379
subject79,nonreception,10,4,-0.030013646
subject79,substructural,11,6,0.827519088
subject79,bearability,12,7,1.256285454
subject79,overindustrious,13,5,0.398752721
subject79,undistinguishable,14,7,1.256285454
subject79,precommunication,15,2,-0.887546379
subject79,delocalize,16,3,-0.458780012
subject79,deductionist,17,4,-0.030013646
subject79,sootiness,18,6,0.827519088
subject79,nontransgression,19,5,0.398752721
subject79,noncoercion,20,7,1.256285454
subject79,supervisorship,21,2,-0.887546379
subject79,cragginess,22,1,-1.316312746
subject79,preinflection,23,2,-0.887546379
subject79,preexertion,24,1,-1.316312746
subject79,derisional,25,7,1.256285454
subject79,deplorability,26,6,0.827519088
subject79,subcentral,27,7,1.256285454
subject79,titanically,28,1,-1.316312746
subject79,nonaccession,29,6,0.827519088
subject79,predistraction,30,2,-0.887546379
subject79,overfurious,31,1,-1.316312746
subject79,floralize,32,1,-1.316312746
subject79,simulational,33,5,0.398752721
subject79,noncompensation,34,7,1.256285454
subject79,gustiness,35,4,-0.030013646
subject79,boniness,36,2,-0.887546379
subject79,subglobal,37,6,0.827519088
subject79,floweriness,38,3,-0.458780012
subject79,orbitalize,39,1,-1.316312746
subject79,subcynical,40,1,-1.316312746
subject79,nondeception,41,3,-0.458780012
subject79,clinicalize,42,1,-1.316312746
subject79,nonfabrication,43,6,0.827519088
subject79,externalizer,44,3,-0.458780012
subject79,assessorship,45,6,0.827519088
subject79,subtraditional,46,3,-0.458780012
subject79,sculptorship,47,4,-0.030013646
subject79,subscriptionist,48,6,0.827519088
subject79,locational,49,7,1.256285454
subject79,survivorship,50,7,1.256285454
subject79,overdelirious,51,3,-0.458780012
subject79,nonstagnation,52,5,0.398752721
subject79,precomplication,53,3,-0.458780012
subject79,marshiness,54,6,0.827519088
subject79,supermedical,55,1,-1.316312746
subject79,overincestuous,56,1,-1.316312746
subject79,presuggestion,57,2,-0.887546379
subject79,preaffiliation,58,5,0.398752721
subject79,overfibrous,59,2,-0.887546379
subject79,isolational,60,1,-1.316312746
subject79,nondiversion,61,5,0.398752721
subject79,subtemperamental,62,2,-0.887546379
subject79,abdicationist,63,1,-1.316312746
subject79,inversional,64,7,1.256285454
subject79,universalism,65,7,1.256285454
subject79,overvoluminous,66,5,0.398752721
subject79,precelebration,67,2,-0.887546379
subject79,arguability,68,7,1.256285454
subject79,operatically,69,7,1.256285454
subject79,sterilizer,70,7,1.256285454
subject79,subnatural,71,3,-0.458780012
subject79,presumptionist,72,2,-0.887546379
subject79,observability,73,7,1.256285454
subject79,predeflection,74,4,-0.030013646
subject79,intersectionist,75,6,0.827519088
subject79,instrumentally,76,7,1.256285454
subject79,exasperational,77,6,0.827519088
subject79,conceivability,78,7,1.256285454
subject79,overmysterious,79,2,-0.887546379
subject79,leafiness,80,6,0.827519088
subject79,nonaffection,81,1,-1.316312746
subject79,wispiness,82,5,0.398752721
subject79,supertopical,83,1,-1.316312746
subject79,preabomination,84,2,-0.887546379
subject79,nonacceleration,85,7,1.256285454
subject79,humanizer,86,5,0.398752721
subject79,superelemental,87,1,-1.316312746
subject79,embryonically,88,7,1.256285454
subject79,tacticalism,89,1,-1.316312746
subject79,nonedition,90,2,-0.887546379
subject79,adjustability,91,7,1.256285454
subject79,overharmonious,92,2,-0.887546379
subject79,overscrupulous,93,1,-1.316312746
subject79,nonopinion,94,3,-0.458780012
subject79,noninfusion,95,7,1.256285454
subject79,measurability,96,7,1.256285454
subject79,agitatorship,97,1,-1.316312746
subject79,defertilize,98,1,-1.316312746
subject79,horniness,99,5,0.398752721
subject79,interspinal,100,6,0.827519088
subject8,archetypally,1,7,1.071606861
subject8,depublicize,2,5,0.289412072
subject8,decoratorship,3,1,-1.274977506
subject8,surveyorship,4,5,0.289412072
subject8,preprohibition,5,7,1.071606861
subject8,murkiness,6,7,1.071606861
subject8,preautomation,7,7,1.071606861
subject8,inscriptional,8,2,-0.883880112
subject8,avoidability,9,6,0.680509466
subject8,overzealous,10,7,1.071606861
subject8,unallowable,11,7,1.071606861
subject8,herbally,12,7,1.071606861
subject8,unobtainable,13,7,1.071606861
subject8,preinstruction,14,2,-0.883880112
subject8,nonabolition,15,1,-1.274977506
subject8,nonposition,16,3,-0.492782717
subject8,cataclysmically,17,7,1.071606861
subject8,imitational,18,7,1.071606861
subject8,desocialize,19,1,-1.274977506
subject8,submemorial,20,1,-1.274977506
subject8,depressionist,21,1,-1.274977506
subject8,absorptional,22,7,1.071606861
subject8,overtedious,23,6,0.680509466
subject8,oversynonymous,24,1,-1.274977506
subject8,cageiness,25,7,1.071606861
subject8,pelvically,26,6,0.680509466
subject8,nonprovision,27,2,-0.883880112
subject8,suctionist,28,1,-1.274977506
subject8,unacceptable,29,7,1.071606861
subject8,nontermination,30,6,0.680509466
subject8,nonerosion,31,6,0.680509466
subject8,oppressorship,32,1,-1.274977506
subject8,accountability,33,7,1.071606861
subject8,nondomination,34,7,1.071606861
subject8,pretensionist,35,6,0.680509466
subject8,tropicalize,36,1,-1.274977506
subject8,intercolloquial,37,2,-0.883880112
subject8,perpetratorship,38,1,-1.274977506
subject8,negotiational,39,1,-1.274977506
subject8,interlogical,40,5,0.289412072
subject8,overgorgeous,41,1,-1.274977506
subject8,permissionist,42,2,-0.883880112
subject8,predifferentiation,43,1,-1.274977506
subject8,enviability,44,7,1.071606861
subject8,spindliness,45,7,1.071606861
subject8,nonretaliation,46,6,0.680509466
subject8,doctrinalism,47,7,1.071606861
subject8,selectorship,48,5,0.289412072
subject8,solicitorship,49,7,1.071606861
subject8,abdominally,50,7,1.071606861
subject8,nondigression,51,2,-0.883880112
subject8,precommunion,52,5,0.289412072
subject8,superoriginal,53,2,-0.883880112
subject8,spikiness,54,7,1.071606861
subject8,preillumination,55,3,-0.492782717
subject8,nonelimination,56,2,-0.883880112
subject8,interoccasional,57,1,-1.274977506
subject8,unavailable,58,7,1.071606861
subject8,nondissension,59,3,-0.492782717
subject8,preventionist,60,6,0.680509466
subject8,overbulbous,61,1,-1.274977506
subject8,overglorious,62,1,-1.274977506
subject8,legislatorship,63,5,0.289412072
subject8,conductorship,64,2,-0.883880112
subject8,substitutionist,65,2,-0.883880112
subject8,preinstitution,66,7,1.071606861
subject8,preincarceration,67,7,1.071606861
subject8,visualizer,68,7,1.071606861
subject8,collectorship,69,2,-0.883880112
subject8,successorship,70,7,1.071606861
subject8,overnervous,71,3,-0.492782717
subject8,triumphally,72,7,1.071606861
subject8,injectional,73,5,0.289412072
subject8,preseduction,74,6,0.680509466
subject8,beadiness,75,7,1.071606861
subject8,disposability,76,7,1.071606861
subject8,appreciational,77,1,-1.274977506
subject8,refrigeratorship,78,1,-1.274977506
subject8,preabortion,79,1,-1.274977506
subject8,foxiness,80,7,1.071606861
subject8,intermonumental,81,6,0.680509466
subject8,disseminationist,82,6,0.680509466
subject8,preomission,83,1,-1.274977506
subject8,superintegral,84,7,1.071606861
subject8,preconnection,85,4,-0.101685323
subject8,accidentalize,86,1,-1.274977506
subject8,nonincursion,87,1,-1.274977506
subject8,pastorally,88,7,1.071606861
subject8,incisorship,89,2,-0.883880112
subject8,precondescension,90,1,-1.274977506
subject8,remedialism,91,7,1.071606861
subject8,preemission,92,5,0.289412072
subject8,overperilous,93,1,-1.274977506
subject8,overcavernous,94,2,-0.883880112
subject8,nonarticulation,95,7,1.071606861
subject8,emotionist,96,3,-0.492782717
subject8,fusionist,97,5,0.289412072
subject8,noncrucifixion,98,1,-1.274977506
subject8,rebellionist,99,1,-1.274977506
subject8,noncohesion,100,6,0.680509466
subject80,communally,1,6,1.089577176
subject80,nonseclusion,2,5,0.448649426
subject80,enjoyability,3,4,-0.192278325
subject80,comfortability,4,4,-0.192278325
subject80,unrespectable,5,6,1.089577176
subject80,attractionist,6,7,1.730504927
subject80,interdetrimental,7,4,-0.192278325
subject80,panickiness,8,1,-2.115061578
subject80,annihilational,9,1,-2.115061578
subject80,nonreception,10,1,-2.115061578
subject80,substructural,11,3,-0.833206076
subject80,bearability,12,5,0.448649426
subject80,overindustrious,13,3,-0.833206076
subject80,undistinguishable,14,2,-1.474133827
subject80,precommunication,15,5,0.448649426
subject80,delocalize,16,3,-0.833206076
subject80,deductionist,17,5,0.448649426
subject80,sootiness,18,3,-0.833206076
subject80,nontransgression,19,2,-1.474133827
subject80,noncoercion,20,2,-1.474133827
subject80,supervisorship,21,2,-1.474133827
subject80,cragginess,22,4,-0.192278325
subject80,preinflection,23,5,0.448649426
subject80,preexertion,24,3,-0.833206076
subject80,derisional,25,5,0.448649426
subject80,deplorability,26,2,-1.474133827
subject80,subcentral,27,3,-0.833206076
subject80,titanically,28,5,0.448649426
subject80,nonaccession,29,5,0.448649426
subject80,predistraction,30,3,-0.833206076
subject80,overfurious,31,2,-1.474133827
subject80,floralize,32,5,0.448649426
subject80,simulational,33,5,0.448649426
subject80,noncompensation,34,3,-0.833206076
subject80,gustiness,35,5,0.448649426
subject80,boniness,36,3,-0.833206076
subject80,subglobal,37,5,0.448649426
subject80,floweriness,38,4,-0.192278325
subject80,orbitalize,39,5,0.448649426
subject80,subcynical,40,4,-0.192278325
subject80,nondeception,41,2,-1.474133827
subject80,clinicalize,42,6,1.089577176
subject80,nonfabrication,43,5,0.448649426
subject80,externalizer,44,4,-0.192278325
subject80,assessorship,45,5,0.448649426
subject80,subtraditional,46,6,1.089577176
subject80,sculptorship,47,3,-0.833206076
subject80,subscriptionist,48,2,-1.474133827
subject80,locational,49,6,1.089577176
subject80,survivorship,50,5,0.448649426
subject80,overdelirious,51,5,0.448649426
subject80,nonstagnation,52,4,-0.192278325
subject80,precomplication,53,3,-0.833206076
subject80,marshiness,54,2,-1.474133827
subject80,supermedical,55,3,-0.833206076
subject80,overincestuous,56,6,1.089577176
subject80,presuggestion,57,5,0.448649426
subject80,preaffiliation,58,4,-0.192278325
subject80,overfibrous,59,3,-0.833206076
subject80,isolational,60,5,0.448649426
subject80,nondiversion,61,5,0.448649426
subject80,subtemperamental,62,3,-0.833206076
subject80,abdicationist,63,5,0.448649426
subject80,inversional,64,6,1.089577176
subject80,universalism,65,6,1.089577176
subject80,overvoluminous,66,5,0.448649426
subject80,precelebration,67,4,-0.192278325
subject80,arguability,68,3,-0.833206076
subject80,operatically,69,5,0.448649426
subject80,sterilizer,70,6,1.089577176
subject80,subnatural,71,6,1.089577176
subject80,presumptionist,72,3,-0.833206076
subject80,observability,73,5,0.448649426
subject80,predeflection,74,6,1.089577176
subject80,intersectionist,75,5,0.448649426
subject80,instrumentally,76,3,-0.833206076
subject80,exasperational,77,5,0.448649426
subject80,conceivability,78,3,-0.833206076
subject80,overmysterious,79,5,0.448649426
subject80,leafiness,80,1,-2.115061578
subject80,nonaffection,81,6,1.089577176
subject80,wispiness,82,1,-2.115061578
subject80,supertopical,83,4,-0.192278325
subject80,preabomination,84,6,1.089577176
subject80,nonacceleration,85,6,1.089577176
subject80,humanizer,86,6,1.089577176
subject80,superelemental,87,5,0.448649426
subject80,embryonically,88,5,0.448649426
subject80,tacticalism,89,7,1.730504927
subject80,nonedition,90,7,1.730504927
subject80,adjustability,91,7,1.730504927
subject80,overharmonious,92,7,1.730504927
subject80,overscrupulous,93,7,1.730504927
subject80,nonopinion,94,5,0.448649426
subject80,noninfusion,95,4,-0.192278325
subject80,measurability,96,5,0.448649426
subject80,agitatorship,97,3,-0.833206076
subject80,defertilize,98,4,-0.192278325
subject80,horniness,99,5,0.448649426
subject80,interspinal,100,6,1.089577176
subject81,communally,1,6,1.402028319
subject81,nonseclusion,2,5,0.781661806
subject81,enjoyability,3,7,2.022394832
subject81,comfortability,4,6,1.402028319
subject81,unrespectable,5,5,0.781661806
subject81,attractionist,6,3,-0.45907122
subject81,interdetrimental,7,3,-0.45907122
subject81,panickiness,8,4,0.161295293
subject81,annihilational,9,2,-1.079437733
subject81,nonreception,10,4,0.161295293
subject81,substructural,11,3,-0.45907122
subject81,bearability,12,5,0.781661806
subject81,overindustrious,13,5,0.781661806
subject81,undistinguishable,14,7,2.022394832
subject81,precommunication,15,4,0.161295293
subject81,delocalize,16,4,0.161295293
subject81,deductionist,17,5,0.781661806
subject81,sootiness,18,4,0.161295293
subject81,nontransgression,19,6,1.402028319
subject81,noncoercion,20,6,1.402028319
subject81,supervisorship,21,3,-0.45907122
subject81,cragginess,22,6,1.402028319
subject81,preinflection,23,2,-1.079437733
subject81,preexertion,24,3,-0.45907122
subject81,derisional,25,2,-1.079437733
subject81,deplorability,26,6,1.402028319
subject81,subcentral,27,6,1.402028319
subject81,titanically,28,2,-1.079437733
subject81,nonaccession,29,2,-1.079437733
subject81,predistraction,30,2,-1.079437733
subject81,overfurious,31,4,0.161295293
subject81,floralize,32,2,-1.079437733
subject81,simulational,33,2,-1.079437733
subject81,noncompensation,34,6,1.402028319
subject81,gustiness,35,5,0.781661806
subject81,boniness,36,4,0.161295293
subject81,subglobal,37,4,0.161295293
subject81,floweriness,38,3,-0.45907122
subject81,orbitalize,39,3,-0.45907122
subject81,subcynical,40,2,-1.079437733
subject81,nondeception,41,6,1.402028319
subject81,clinicalize,42,2,-1.079437733
subject81,nonfabrication,43,3,-0.45907122
subject81,externalizer,44,5,0.781661806
subject81,assessorship,45,3,-0.45907122
subject81,subtraditional,46,2,-1.079437733
subject81,sculptorship,47,1,-1.699804246
subject81,subscriptionist,48,2,-1.079437733
subject81,locational,49,2,-1.079437733
subject81,survivorship,50,4,0.161295293
subject81,overdelirious,51,4,0.161295293
subject81,nonstagnation,52,5,0.781661806
subject81,precomplication,53,4,0.161295293
subject81,marshiness,54,4,0.161295293
subject81,supermedical,55,2,-1.079437733
subject81,overincestuous,56,2,-1.079437733
subject81,presuggestion,57,2,-1.079437733
subject81,preaffiliation,58,2,-1.079437733
subject81,overfibrous,59,3,-0.45907122
subject81,isolational,60,1,-1.699804246
subject81,nondiversion,61,4,0.161295293
subject81,subtemperamental,62,2,-1.079437733
subject81,abdicationist,63,3,-0.45907122
subject81,inversional,64,2,-1.079437733
subject81,universalism,65,5,0.781661806
subject81,overvoluminous,66,2,-1.079437733
subject81,precelebration,67,4,0.161295293
subject81,arguability,68,6,1.402028319
subject81,operatically,69,2,-1.079437733
subject81,sterilizer,70,5,0.781661806
subject81,subnatural,71,2,-1.079437733
subject81,presumptionist,72,6,1.402028319
subject81,observability,73,5,0.781661806
subject81,predeflection,74,2,-1.079437733
subject81,intersectionist,75,5,0.781661806
subject81,instrumentally,76,6,1.402028319
subject81,exasperational,77,2,-1.079437733
subject81,conceivability,78,5,0.781661806
subject81,overmysterious,79,3,-0.45907122
subject81,leafiness,80,2,-1.079437733
subject81,nonaffection,81,5,0.781661806
subject81,wispiness,82,5,0.781661806
subject81,supertopical,83,5,0.781661806
subject81,preabomination,84,5,0.781661806
subject81,nonacceleration,85,5,0.781661806
subject81,humanizer,86,2,-1.079437733
subject81,superelemental,87,2,-1.079437733
subject81,embryonically,88,3,-0.45907122
subject81,tacticalism,89,3,-0.45907122
subject81,nonedition,90,5,0.781661806
subject81,adjustability,91,7,2.022394832
subject81,overharmonious,92,4,0.161295293
subject81,overscrupulous,93,4,0.161295293
subject81,nonopinion,94,5,0.781661806
subject81,noninfusion,95,2,-1.079437733
subject81,measurability,96,6,1.402028319
subject81,agitatorship,97,1,-1.699804246
subject81,defertilize,98,2,-1.079437733
subject81,horniness,99,6,1.402028319
subject81,interspinal,100,2,-1.079437733
subject82,communally,1,4,0.883424906
subject82,nonseclusion,2,3,-0.223651875
subject82,enjoyability,3,3,-0.223651875
subject82,comfortability,4,4,0.883424906
subject82,unrespectable,5,5,1.990501687
subject82,attractionist,6,3,-0.223651875
subject82,interdetrimental,7,3,-0.223651875
subject82,panickiness,8,5,1.990501687
subject82,annihilational,9,4,0.883424906
subject82,nonreception,10,4,0.883424906
subject82,substructural,11,3,-0.223651875
subject82,bearability,12,3,-0.223651875
subject82,overindustrious,13,2,-1.330728656
subject82,undistinguishable,14,4,0.883424906
subject82,precommunication,15,5,1.990501687
subject82,delocalize,16,3,-0.223651875
subject82,deductionist,17,4,0.883424906
subject82,sootiness,18,3,-0.223651875
subject82,nontransgression,19,4,0.883424906
subject82,noncoercion,20,3,-0.223651875
subject82,supervisorship,21,2,-1.330728656
subject82,cragginess,22,4,0.883424906
subject82,preinflection,23,4,0.883424906
subject82,preexertion,24,3,-0.223651875
subject82,derisional,25,2,-1.330728656
subject82,deplorability,26,2,-1.330728656
subject82,subcentral,27,3,-0.223651875
subject82,titanically,28,4,0.883424906
subject82,nonaccession,29,5,1.990501687
subject82,predistraction,30,5,1.990501687
subject82,overfurious,31,4,0.883424906
subject82,floralize,32,3,-0.223651875
subject82,simulational,33,2,-1.330728656
subject82,noncompensation,34,3,-0.223651875
subject82,gustiness,35,3,-0.223651875
subject82,boniness,36,4,0.883424906
subject82,subglobal,37,5,1.990501687
subject82,floweriness,38,4,0.883424906
subject82,orbitalize,39,4,0.883424906
subject82,subcynical,40,2,-1.330728656
subject82,nondeception,41,4,0.883424906
subject82,clinicalize,42,2,-1.330728656
subject82,nonfabrication,43,3,-0.223651875
subject82,externalizer,44,4,0.883424906
subject82,assessorship,45,3,-0.223651875
subject82,subtraditional,46,3,-0.223651875
subject82,sculptorship,47,2,-1.330728656
subject82,subscriptionist,48,4,0.883424906
subject82,locational,49,5,1.990501687
subject82,survivorship,50,3,-0.223651875
subject82,overdelirious,51,3,-0.223651875
subject82,nonstagnation,52,2,-1.330728656
subject82,precomplication,53,3,-0.223651875
subject82,marshiness,54,2,-1.330728656
subject82,supermedical,55,2,-1.330728656
subject82,overincestuous,56,4,0.883424906
subject82,presuggestion,57,4,0.883424906
subject82,preaffiliation,58,3,-0.223651875
subject82,overfibrous,59,2,-1.330728656
subject82,isolational,60,3,-0.223651875
subject82,nondiversion,61,5,1.990501687
subject82,subtemperamental,62,3,-0.223651875
subject82,abdicationist,63,2,-1.330728656
subject82,inversional,64,3,-0.223651875
subject82,universalism,65,4,0.883424906
subject82,overvoluminous,66,4,0.883424906
subject82,precelebration,67,3,-0.223651875
subject82,arguability,68,2,-1.330728656
subject82,operatically,69,3,-0.223651875
subject82,sterilizer,70,3,-0.223651875
subject82,subnatural,71,4,0.883424906
subject82,presumptionist,72,4,0.883424906
subject82,observability,73,2,-1.330728656
subject82,predeflection,74,2,-1.330728656
subject82,intersectionist,75,3,-0.223651875
subject82,instrumentally,76,3,-0.223651875
subject82,exasperational,77,3,-0.223651875
subject82,conceivability,78,4,0.883424906
subject82,overmysterious,79,2,-1.330728656
subject82,leafiness,80,3,-0.223651875
subject82,nonaffection,81,3,-0.223651875
subject82,wispiness,82,3,-0.223651875
subject82,supertopical,83,2,-1.330728656
subject82,preabomination,84,4,0.883424906
subject82,nonacceleration,85,2,-1.330728656
subject82,humanizer,86,3,-0.223651875
subject82,superelemental,87,2,-1.330728656
subject82,embryonically,88,2,-1.330728656
subject82,tacticalism,89,3,-0.223651875
subject82,nonedition,90,4,0.883424906
subject82,adjustability,91,NA,NA
subject82,overharmonious,92,3,-0.223651875
subject82,overscrupulous,93,2,-1.330728656
subject82,nonopinion,94,4,0.883424906
subject82,noninfusion,95,3,-0.223651875
subject82,measurability,96,3,-0.223651875
subject82,agitatorship,97,4,0.883424906
subject82,defertilize,98,2,-1.330728656
subject82,horniness,99,2,-1.330728656
subject82,interspinal,100,3,-0.223651875
subject84,communally,1,7,1.356684665
subject84,nonseclusion,2,4,0.02660166
subject84,enjoyability,3,6,0.913323664
subject84,comfortability,4,6,0.913323664
subject84,unrespectable,5,3,-0.416759342
subject84,attractionist,6,5,0.469962662
subject84,interdetrimental,7,2,-0.860120343
subject84,panickiness,8,5,0.469962662
subject84,annihilational,9,3,-0.416759342
subject84,nonreception,10,5,0.469962662
subject84,substructural,11,7,1.356684665
subject84,bearability,12,5,0.469962662
subject84,overindustrious,13,3,-0.416759342
subject84,undistinguishable,14,6,0.913323664
subject84,precommunication,15,1,-1.303481345
subject84,delocalize,16,5,0.469962662
subject84,deductionist,17,6,0.913323664
subject84,sootiness,18,3,-0.416759342
subject84,nontransgression,19,1,-1.303481345
subject84,noncoercion,20,1,-1.303481345
subject84,supervisorship,21,3,-0.416759342
subject84,cragginess,22,7,1.356684665
subject84,preinflection,23,5,0.469962662
subject84,preexertion,24,3,-0.416759342
subject84,derisional,25,6,0.913323664
subject84,deplorability,26,7,1.356684665
subject84,subcentral,27,1,-1.303481345
subject84,titanically,28,4,0.02660166
subject84,nonaccession,29,1,-1.303481345
subject84,predistraction,30,1,-1.303481345
subject84,overfurious,31,3,-0.416759342
subject84,floralize,32,6,0.913323664
subject84,simulational,33,4,0.02660166
subject84,noncompensation,34,1,-1.303481345
subject84,gustiness,35,1,-1.303481345
subject84,boniness,36,5,0.469962662
subject84,subglobal,37,5,0.469962662
subject84,floweriness,38,6,0.913323664
subject84,orbitalize,39,2,-0.860120343
subject84,subcynical,40,1,-1.303481345
subject84,nondeception,41,1,-1.303481345
subject84,clinicalize,42,1,-1.303481345
subject84,nonfabrication,43,1,-1.303481345
subject84,externalizer,44,4,0.02660166
subject84,assessorship,45,1,-1.303481345
subject84,subtraditional,46,1,-1.303481345
subject84,sculptorship,47,1,-1.303481345
subject84,subscriptionist,48,5,0.469962662
subject84,locational,49,7,1.356684665
subject84,survivorship,50,7,1.356684665
subject84,overdelirious,51,2,-0.860120343
subject84,nonstagnation,52,1,-1.303481345
subject84,precomplication,53,3,-0.416759342
subject84,marshiness,54,7,1.356684665
subject84,supermedical,55,2,-0.860120343
subject84,overincestuous,56,1,-1.303481345
subject84,presuggestion,57,1,-1.303481345
subject84,preaffiliation,58,4,0.02660166
subject84,overfibrous,59,5,0.469962662
subject84,isolational,60,2,-0.860120343
subject84,nondiversion,61,1,-1.303481345
subject84,subtemperamental,62,5,0.469962662
subject84,abdicationist,63,6,0.913323664
subject84,inversional,64,5,0.469962662
subject84,universalism,65,7,1.356684665
subject84,overvoluminous,66,5,0.469962662
subject84,precelebration,67,2,-0.860120343
subject84,arguability,68,7,1.356684665
subject84,operatically,69,4,0.02660166
subject84,sterilizer,70,7,1.356684665
subject84,subnatural,71,3,-0.416759342
subject84,presumptionist,72,7,1.356684665
subject84,observability,73,7,1.356684665
subject84,predeflection,74,1,-1.303481345
subject84,intersectionist,75,7,1.356684665
subject84,instrumentally,76,5,0.469962662
subject84,exasperational,77,3,-0.416759342
subject84,conceivability,78,7,1.356684665
subject84,overmysterious,79,2,-0.860120343
subject84,leafiness,80,7,1.356684665
subject84,nonaffection,81,1,-1.303481345
subject84,wispiness,82,5,0.469962662
subject84,supertopical,83,3,-0.416759342
subject84,preabomination,84,1,-1.303481345
subject84,nonacceleration,85,1,-1.303481345
subject84,humanizer,86,5,0.469962662
subject84,superelemental,87,2,-0.860120343
subject84,embryonically,88,6,0.913323664
subject84,tacticalism,89,7,1.356684665
subject84,nonedition,90,4,0.02660166
subject84,adjustability,91,7,1.356684665
subject84,overharmonious,92,2,-0.860120343
subject84,overscrupulous,93,1,-1.303481345
subject84,nonopinion,94,6,0.913323664
subject84,noninfusion,95,4,0.02660166
subject84,measurability,96,7,1.356684665
subject84,agitatorship,97,2,-0.860120343
subject84,defertilize,98,5,0.469962662
subject84,horniness,99,7,1.356684665
subject84,interspinal,100,7,1.356684665
subject85,communally,1,7,0.619300049
subject85,nonseclusion,2,7,0.619300049
subject85,enjoyability,3,7,0.619300049
subject85,comfortability,4,6,-0.319033359
subject85,unrespectable,5,7,0.619300049
subject85,attractionist,6,6,-0.319033359
subject85,interdetrimental,7,6,-0.319033359
subject85,panickiness,8,7,0.619300049
subject85,annihilational,9,6,-0.319033359
subject85,nonreception,10,7,0.619300049
subject85,substructural,11,7,0.619300049
subject85,bearability,12,7,0.619300049
subject85,overindustrious,13,7,0.619300049
subject85,undistinguishable,14,7,0.619300049
subject85,precommunication,15,7,0.619300049
subject85,delocalize,16,7,0.619300049
subject85,deductionist,17,7,0.619300049
subject85,sootiness,18,7,0.619300049
subject85,nontransgression,19,7,0.619300049
subject85,noncoercion,20,7,0.619300049
subject85,supervisorship,21,7,0.619300049
subject85,cragginess,22,7,0.619300049
subject85,preinflection,23,5,-1.257366766
subject85,preexertion,24,5,-1.257366766
subject85,derisional,25,7,0.619300049
subject85,deplorability,26,7,0.619300049
subject85,subcentral,27,7,0.619300049
subject85,titanically,28,7,0.619300049
subject85,nonaccession,29,7,0.619300049
subject85,predistraction,30,7,0.619300049
subject85,overfurious,31,7,0.619300049
subject85,floralize,32,6,-0.319033359
subject85,simulational,33,7,0.619300049
subject85,noncompensation,34,7,0.619300049
subject85,gustiness,35,7,0.619300049
subject85,boniness,36,7,0.619300049
subject85,subglobal,37,7,0.619300049
subject85,floweriness,38,7,0.619300049
subject85,orbitalize,39,5,-1.257366766
subject85,subcynical,40,5,-1.257366766
subject85,nondeception,41,7,0.619300049
subject85,clinicalize,42,7,0.619300049
subject85,nonfabrication,43,7,0.619300049
subject85,externalizer,44,7,0.619300049
subject85,assessorship,45,7,0.619300049
subject85,subtraditional,46,5,-1.257366766
subject85,sculptorship,47,5,-1.257366766
subject85,subscriptionist,48,5,-1.257366766
subject85,locational,49,7,0.619300049
subject85,survivorship,50,7,0.619300049
subject85,overdelirious,51,4,-2.195700174
subject85,nonstagnation,52,7,0.619300049
subject85,precomplication,53,7,0.619300049
subject85,marshiness,54,7,0.619300049
subject85,supermedical,55,5,-1.257366766
subject85,overincestuous,56,3,-3.134033581
subject85,presuggestion,57,7,0.619300049
subject85,preaffiliation,58,6,-0.319033359
subject85,overfibrous,59,7,0.619300049
subject85,isolational,60,5,-1.257366766
subject85,nondiversion,61,7,0.619300049
subject85,subtemperamental,62,7,0.619300049
subject85,abdicationist,63,7,0.619300049
subject85,inversional,64,4,-2.195700174
subject85,universalism,65,7,0.619300049
subject85,overvoluminous,66,7,0.619300049
subject85,precelebration,67,7,0.619300049
subject85,arguability,68,7,0.619300049
subject85,operatically,69,7,0.619300049
subject85,sterilizer,70,7,0.619300049
